drug_1_rxnorn_id,drug_1_concept_name,drug_2_rxnorm_id,drug_2_concept_name,condition_meddra_id,condition_concept_name,A,B,C,D,PRR,PRR_error,mean_reporting_frequency
10763,Triamterene,60548,exenatide,10027175,Memory impairment,3,122,12,1238,2.5,0.638644,0.024
10763,Triamterene,60548,exenatide,10027374,Mental impairment,1,124,2,1248,5.0,1.22115,0.008
10763,Triamterene,60548,exenatide,10021021,Hypokinesia,1,124,3,1247,3.33333,1.15088,0.008
10763,Triamterene,60548,exenatide,10044565,Tremor,10,115,18,1232,5.55556,0.383087,0.08
10763,Triamterene,60548,exenatide,10002948,Aphasia,1,124,1,1249,10.0,1.4111,0.008
10763,Triamterene,60548,exenatide,10010305,Confusional state,2,123,14,1236,1.42857,0.750086,0.016
10763,Triamterene,60548,exenatide,10024855,Loss of consciousness,4,121,14,1236,2.85714,0.559132,0.032
10763,Triamterene,60548,exenatide,10041349,Somnolence,4,121,10,1240,4.0,0.584123,0.032
10763,Triamterene,60548,exenatide,10001497,Agitation,1,124,6,1244,1.66667,1.07604,0.008
10763,Triamterene,60548,exenatide,10011469,Crying,2,123,5,1245,4.0,0.831384,0.016
10763,Triamterene,60548,exenatide,10013395,Disorientation,1,124,4,1246,2.5,1.11409,0.008
10763,Triamterene,60548,exenatide,10045555,Unresponsive to stimuli,1,124,4,1246,2.5,1.11409,0.008
10763,Triamterene,60548,exenatide,10006784,Burning sensation,2,123,5,1245,4.0,0.831384,0.016
10763,Triamterene,60548,exenatide,10033775,Paraesthesia,2,123,16,1234,1.25,0.74411,0.016
10763,Triamterene,60548,exenatide,10020937,Hypoaesthesia,3,122,13,1237,2.30769,0.633606,0.024
10763,Triamterene,60548,exenatide,10029331,Neuropathy peripheral,2,123,7,1243,2.85714,0.796277,0.016
10763,Triamterene,60548,exenatide,10022437,Insomnia,3,122,19,1231,1.57895,0.614138,0.024
10763,Triamterene,60548,exenatide,10027590,Middle insomnia,1,124,2,1248,5.0,1.22115,0.008
10763,Triamterene,60548,exenatide,10020765,Hypersomnia,1,124,5,1245,2.0,1.09142,0.008
10763,Triamterene,60548,exenatide,10040979,Sleep apnoea syndrome,1,124,1,1249,10.0,1.4111,0.008
10763,Triamterene,60548,exenatide,10062519,Poor quality sleep,1,124,2,1248,5.0,1.22115,0.008
10763,Triamterene,60548,exenatide,10002855,Anxiety,3,122,29,1221,1.03448,0.59918,0.024
10763,Triamterene,60548,exenatide,10029216,Nervousness,1,124,1,1249,10.0,1.4111,0.008
10763,Triamterene,60548,exenatide,10033664,Panic attack,1,124,1,1249,10.0,1.4111,0.008
10763,Triamterene,60548,exenatide,10012378,Depression,1,124,24,1226,0.416667,1.0163,0.008
10763,Triamterene,60548,exenatide,10002511,Anhedonia,1,124,6,1244,1.66667,1.07604,0.008
10763,Triamterene,60548,exenatide,10049119,Emotional distress,2,123,6,1244,3.33333,0.81109,0.016
10763,Triamterene,60548,exenatide,10027940,Mood altered,1,124,2,1248,5.0,1.22115,0.008
10763,Triamterene,60548,exenatide,10043528,Throat tightness,1,124,3,1247,3.33333,1.15088,0.008
10763,Triamterene,60548,exenatide,10013663,Drug dependence,1,124,2,1248,5.0,1.22115,0.008
10763,Triamterene,60548,exenatide,10065679,Intentional drug misuse,1,124,4,1246,2.5,1.11409,0.008
10763,Triamterene,60548,exenatide,10042458,Suicidal ideation,1,124,8,1242,1.25,1.0565,0.008
10763,Triamterene,60548,exenatide,10038428,Renal disorder,1,124,7,1243,1.42857,1.06492,0.008
10763,Triamterene,60548,exenatide,10038435,Renal failure,6,119,16,1234,3.75,0.469432,0.048
10763,Triamterene,60548,exenatide,10038436,Renal failure acute,3,122,10,1240,3.0,0.651562,0.024
10763,Triamterene,60548,exenatide,10038444,Renal failure chronic,3,122,3,1247,10.0,0.81109,0.024
10763,Triamterene,60548,exenatide,10062237,Renal impairment,2,123,7,1243,2.85714,0.796277,0.016
10763,Triamterene,60548,exenatide,10013990,Dysuria,1,124,2,1248,5.0,1.22115,0.008
10763,Triamterene,60548,exenatide,10029148,Nephrolithiasis,2,123,4,1246,5.0,0.86093,0.016
10763,Triamterene,60548,exenatide,10046910,Vaginal haemorrhage,1,124,3,1247,3.33333,1.15088,0.008
10763,Triamterene,60548,exenatide,10009033,Chronic obstructive pulmonary disease,1,124,2,1248,5.0,1.22115,0.008
10763,Triamterene,60548,exenatide,10038669,Respiratory arrest,1,124,2,1248,5.0,1.22115,0.008
10763,Triamterene,60548,exenatide,10011224,Cough,4,121,21,1229,1.90476,0.537419,0.032
10763,Triamterene,60548,exenatide,10056342,Pulmonary mass,1,124,2,1248,5.0,1.22115,0.008
10763,Triamterene,60548,exenatide,10039101,Rhinorrhoea,2,123,2,1248,10.0,0.99559,0.016
10763,Triamterene,60548,exenatide,10028735,Nasal congestion,1,124,1,1249,10.0,1.4111,0.008
10763,Triamterene,60548,exenatide,10034829,Pharyngeal oedema,1,124,1,1249,10.0,1.4111,0.008
10763,Triamterene,60548,exenatide,10012431,Dermatitis,1,124,1,1249,10.0,1.4111,0.008
10763,Triamterene,60548,exenatide,10015150,Erythema,2,123,13,1237,1.53846,0.753739,0.016
10763,Triamterene,60548,exenatide,10037855,Rash erythematous,1,124,1,1249,10.0,1.4111,0.008
10763,Triamterene,60548,exenatide,10037087,Pruritus,4,121,23,1227,1.73913,0.533552,0.032
10763,Triamterene,60548,exenatide,10037884,Rash pruritic,1,124,4,1246,2.5,1.11409,0.008
10763,Triamterene,60548,exenatide,10037844,Rash,1,124,26,1224,0.384615,1.01472,0.008
10763,Triamterene,60548,exenatide,10061114,Economic problem,1,124,2,1248,5.0,1.22115,0.008
10763,Triamterene,60548,exenatide,10050954,Activities of daily living impaired,2,123,3,1247,6.66667,0.908038,0.016
10763,Triamterene,60548,exenatide,10049548,Knee operation,1,124,1,1249,10.0,1.4111,0.008
10763,Triamterene,60548,exenatide,10053762,Off label use,6,119,10,1240,6.0,0.507806,0.048
10763,Triamterene,60548,exenatide,10057320,Venous insufficiency,1,124,1,1249,10.0,1.4111,0.008
10763,Triamterene,60548,exenatide,10051128,Blood pressure inadequately controlled,2,123,1,1249,20.0,1.22115,0.016
10763,Triamterene,60548,exenatide,10021097,Hypotension,1,124,13,1237,0.769231,1.0335,0.008
10763,Triamterene,60548,exenatide,10020772,Hypertension,2,123,19,1231,1.05263,0.737449,0.016
10763,Triamterene,60548,exenatide,10022052,Injection site bruising,3,122,3,1247,10.0,0.81109,0.024
2358,Chlorhexidine,9143,Ranitidine,10022972,Iron deficiency anaemia,2,202,1,2039,20.0,1.22254,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10002034,Anaemia,17,187,19,2021,8.94737,0.325673,0.0833333
2358,Chlorhexidine,9143,Ranitidine,10065553,Bone marrow failure,4,200,5,2035,8.0,0.666789,0.0196078
2358,Chlorhexidine,9143,Ranitidine,10033661,Pancytopenia,10,194,4,2036,25.0,0.587033,0.0490196
2358,Chlorhexidine,9143,Ranitidine,10014080,Ecchymosis,2,202,1,2039,20.0,1.22254,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10034754,Petechiae,1,203,1,2039,10.0,1.41231,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10009802,Coagulopathy,3,201,1,2039,30.0,1.15236,0.0147059
2358,Chlorhexidine,9143,Ranitidine,10013442,Disseminated intravascular coagulation,1,203,4,2036,2.5,1.11562,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10051763,Bone marrow oedema,2,202,1,2039,20.0,1.22254,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10020578,Hyperbilirubinaemia,1,203,2,2038,5.0,1.22254,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10023126,Jaundice,3,201,4,2036,7.5,0.760224,0.0147059
2358,Chlorhexidine,9143,Ranitidine,10062489,Leukaemia recurrent,2,202,1,2039,20.0,1.22254,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10025310,Lymphoma,2,202,2,2038,10.0,0.9973,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10043554,Thrombocytopenia,8,196,15,2025,5.33333,0.431595,0.0392157
2358,Chlorhexidine,9143,Ranitidine,10025197,Lymphadenopathy,6,198,6,2034,10.0,0.572661,0.0294118
2358,Chlorhexidine,9143,Ranitidine,10025282,Lymphoedema,1,203,1,2039,10.0,1.41231,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10027459,Metastases to lymph nodes,2,202,1,2039,20.0,1.22254,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10041633,Spleen disorder,2,202,2,2038,10.0,0.9973,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10041660,Splenomegaly,4,200,2,2038,20.0,0.862907,0.0196078
2358,Chlorhexidine,9143,Ranitidine,10024384,Leukopenia,4,200,8,2032,5.0,0.607954,0.0196078
2358,Chlorhexidine,9143,Ranitidine,10001507,Agranulocytosis,1,203,4,2036,2.5,1.11562,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10016288,Febrile neutropenia,8,196,7,2033,11.4286,0.512313,0.0392157
2358,Chlorhexidine,9143,Ranitidine,10029354,Neutropenia,11,193,17,2023,6.47059,0.379922,0.0539216
2358,Chlorhexidine,9143,Ranitidine,10049151,Neutropenic sepsis,1,203,1,2039,10.0,1.41231,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10003673,Atrioventricular block complete,1,203,1,2039,10.0,1.41231,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10006582,Bundle branch block right,1,203,3,2037,3.33333,1.15236,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10003119,Arrhythmia,2,202,10,2030,2.0,0.771108,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10006093,Bradycardia,2,202,9,2031,2.22222,0.778279,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10043071,Tachycardia,7,197,10,2030,7.0,0.487304,0.0343137
2358,Chlorhexidine,9143,Ranitidine,10003658,Atrial fibrillation,3,201,13,2027,2.30769,0.636289,0.0147059
2358,Chlorhexidine,9143,Ranitidine,10040741,Sinus bradycardia,4,200,1,2039,40.0,1.11562,0.0196078
2358,Chlorhexidine,9143,Ranitidine,10007515,Cardiac arrest,3,201,13,2027,2.30769,0.636289,0.0147059
2358,Chlorhexidine,9143,Ranitidine,10007617,Cardio-respiratory arrest,4,200,11,2029,3.63636,0.579238,0.0196078
2358,Chlorhexidine,9143,Ranitidine,10047289,Ventricular extrasystoles,1,203,3,2037,3.33333,1.15236,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10047290,Ventricular fibrillation,2,202,4,2036,5.0,0.862907,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10011703,Cyanosis,2,202,2,2038,10.0,0.9973,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10013573,Dizziness,16,188,53,1987,3.01887,0.275637,0.0784314
2358,Chlorhexidine,9143,Ranitidine,10018964,Haemoptysis,2,202,5,2035,4.0,0.833431,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10033557,Palpitations,3,201,18,2022,1.66667,0.619271,0.0147059
2358,Chlorhexidine,9143,Ranitidine,10036653,Presyncope,2,202,3,2037,6.66667,0.909913,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10042772,Syncope,7,197,14,2026,5.0,0.457049,0.0343137
2358,Chlorhexidine,9143,Ranitidine,10013968,Dyspnoea,17,187,78,1962,2.17949,0.257394,0.0833333
2358,Chlorhexidine,9143,Ranitidine,10002918,Aortic valve stenosis,1,203,2,2038,5.0,1.22254,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10061406,Cardiac valve disease,1,203,1,2039,10.0,1.41231,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10011078,Coronary artery disease,4,200,14,2026,2.85714,0.562171,0.0196078
2358,Chlorhexidine,9143,Ranitidine,10011089,Coronary artery stenosis,1,203,2,2038,5.0,1.22254,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10051592,Acute coronary syndrome,2,202,1,2039,20.0,1.22254,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10000891,Acute myocardial infarction,3,201,3,2037,10.0,0.813188,0.0147059
2358,Chlorhexidine,9143,Ranitidine,10002388,Angina unstable,1,203,1,2039,10.0,1.41231,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10008469,Chest discomfort,1,203,16,2024,0.625,1.02816,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10008479,Chest pain,8,196,18,2022,4.44444,0.418525,0.0392157
2358,Chlorhexidine,9143,Ranitidine,10028596,Myocardial infarction,2,202,39,2001,0.512821,0.721283,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10028600,Myocardial ischaemia,1,203,4,2036,2.5,1.11562,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10003445,Ascites,4,200,2,2038,20.0,0.862907,0.0196078
2358,Chlorhexidine,9143,Ranitidine,10016803,Fluid overload,4,200,1,2039,40.0,1.11562,0.0196078
2358,Chlorhexidine,9143,Ranitidine,10030124,Oedema peripheral,6,198,25,2015,2.4,0.448636,0.0294118
2358,Chlorhexidine,9143,Ranitidine,10007554,Cardiac failure,6,198,6,2034,10.0,0.572661,0.0294118
2358,Chlorhexidine,9143,Ranitidine,10007556,Cardiac failure acute,2,202,1,2039,20.0,1.22254,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10007558,Cardiac failure chronic,1,203,1,2039,10.0,1.41231,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10007559,Cardiac failure congestive,7,197,19,2021,3.68421,0.436001,0.0343137
2358,Chlorhexidine,9143,Ranitidine,10007625,Cardiogenic shock,1,203,2,2038,5.0,1.22254,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10037368,Pulmonary congestion,2,202,2,2038,10.0,0.9973,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10037423,Pulmonary oedema,6,198,8,2032,7.5,0.535046,0.0294118
2358,Chlorhexidine,9143,Ranitidine,10039163,Right ventricular failure,1,203,2,2038,5.0,1.22254,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10007636,Cardiomyopathy,3,201,3,2037,10.0,0.813188,0.0147059
2358,Chlorhexidine,9143,Ranitidine,10056370,Congestive cardiomyopathy,1,203,3,2037,3.33333,1.15236,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10049694,Left ventricular dysfunction,2,202,1,2039,20.0,1.22254,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10049773,Left ventricular hypertrophy,5,199,1,2039,50.0,1.09298,0.0245098
2358,Chlorhexidine,9143,Ranitidine,10034484,Pericarditis,1,203,1,2039,10.0,1.41231,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10034474,Pericardial effusion,4,200,1,2039,40.0,1.11562,0.0196078
2358,Chlorhexidine,9143,Ranitidine,10048959,Peripheral swelling,1,203,2,2038,5.0,1.22254,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10011005,Corneal dystrophy,1,203,1,2039,10.0,1.41231,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10043101,Talipes,1,203,1,2039,10.0,1.41231,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10044310,Tracheo-oesophageal fistula,1,203,1,2039,10.0,1.41231,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10014011,Ear infection,2,202,4,2036,5.0,0.862907,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10014020,Ear pain,2,202,1,2039,20.0,1.22254,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10011878,Deafness,3,201,2,2038,15.0,0.909913,0.0147059
2358,Chlorhexidine,9143,Ranitidine,10043882,Tinnitus,5,199,5,2035,10.0,0.628178,0.0245098
2358,Chlorhexidine,9143,Ranitidine,10047340,Vertigo,4,200,4,2036,10.0,0.703284,0.0196078
2358,Chlorhexidine,9143,Ranitidine,10001367,Adrenal insufficiency,3,201,2,2038,15.0,0.909913,0.0147059
2358,Chlorhexidine,9143,Ranitidine,10001928,Amenorrhoea,3,201,1,2039,30.0,1.15236,0.0147059
2358,Chlorhexidine,9143,Ranitidine,10018800,Gynaecomastia,1,203,2,2038,5.0,1.22254,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10012601,Diabetes mellitus,5,199,12,2028,4.16667,0.527201,0.0245098
2358,Chlorhexidine,9143,Ranitidine,10067585,Type 2 diabetes mellitus,3,201,5,2035,6.0,0.726596,0.0147059
2358,Chlorhexidine,9143,Ranitidine,10018429,Glucose tolerance impaired,1,203,1,2039,10.0,1.41231,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10020635,Hyperglycaemia,3,201,2,2038,15.0,0.909913,0.0147059
2358,Chlorhexidine,9143,Ranitidine,10020993,Hypoglycaemia,6,198,6,2034,10.0,0.572661,0.0294118
2358,Chlorhexidine,9143,Ranitidine,10053198,Inappropriate antidiuretic hormone secretion,2,202,2,2038,10.0,0.9973,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10020583,Hypercalcaemia,3,201,1,2039,30.0,1.15236,0.0147059
2358,Chlorhexidine,9143,Ranitidine,10020850,Hyperthyroidism,2,202,1,2039,20.0,1.22254,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10021114,Hypothyroidism,2,202,5,2035,4.0,0.833431,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10043744,Thyroid neoplasm,2,202,1,2039,20.0,1.22254,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10007739,Cataract,4,200,14,2026,2.85714,0.562171,0.0196078
2358,Chlorhexidine,9143,Ranitidine,10052134,Pigment dispersion syndrome,1,203,1,2039,10.0,1.41231,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10013774,Dry eye,2,202,6,2034,3.33333,0.813188,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10015958,Eye pain,1,203,9,2031,1.11111,1.05153,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10015967,Eye swelling,1,203,3,2037,3.33333,1.15236,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10023332,Keratitis,1,203,1,2039,10.0,1.41231,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10025409,Macular degeneration,1,203,2,2038,5.0,1.22254,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10038923,Retinopathy,1,203,1,2039,10.0,1.41231,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10047531,Visual acuity reduced,4,200,10,2030,4.0,0.587033,0.0196078
2358,Chlorhexidine,9143,Ranitidine,10047513,Vision blurred,7,197,18,2022,3.88889,0.439341,0.0343137
2358,Chlorhexidine,9143,Ranitidine,10047571,Visual impairment,3,201,7,2033,4.28571,0.686147,0.0147059
2358,Chlorhexidine,9143,Ranitidine,10020028,Hiatus hernia,4,200,5,2035,8.0,0.666789,0.0196078
2358,Chlorhexidine,9143,Ranitidine,10048832,Colon adenoma,2,202,1,2039,20.0,1.22254,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10012318,Dental caries,4,200,4,2036,10.0,0.703284,0.0196078
2358,Chlorhexidine,9143,Ranitidine,10044016,Tooth abscess,3,201,1,2039,30.0,1.15236,0.0147059
2358,Chlorhexidine,9143,Ranitidine,10048762,Tooth infection,4,200,1,2039,40.0,1.11562,0.0196078
2358,Chlorhexidine,9143,Ranitidine,10044034,Tooth disorder,5,199,3,2037,16.6667,0.726596,0.0245098
2358,Chlorhexidine,9143,Ranitidine,10062544,Tooth fracture,2,202,2,2038,10.0,0.9973,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10044055,Toothache,4,200,3,2037,13.3333,0.760224,0.0196078
2358,Chlorhexidine,9143,Ranitidine,10018280,Gingival disorder,1,203,1,2039,10.0,1.41231,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10067419,Gingival erythema,1,203,1,2039,10.0,1.41231,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10018276,Gingival bleeding,1,203,2,2038,5.0,1.22254,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10018286,Gingival pain,4,200,3,2037,13.3333,0.760224,0.0196078
2358,Chlorhexidine,9143,Ranitidine,10044044,Tooth loss,7,197,1,2039,70.0,1.06652,0.0343137
2358,Chlorhexidine,9143,Ranitidine,10013554,Diverticulum,3,201,3,2037,10.0,0.813188,0.0147059
2358,Chlorhexidine,9143,Ranitidine,10013538,Diverticulitis,5,199,2,2038,25.0,0.833431,0.0245098
2358,Chlorhexidine,9143,Ranitidine,10033645,Pancreatitis,4,200,17,2023,2.35294,0.550846,0.0196078
2358,Chlorhexidine,9143,Ranitidine,10017944,Gastrointestinal disorder,1,203,3,2037,3.33333,1.15236,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10038063,Rectal haemorrhage,3,201,3,2037,10.0,0.813188,0.0147059
2358,Chlorhexidine,9143,Ranitidine,10017955,Gastrointestinal haemorrhage,4,200,8,2032,5.0,0.607954,0.0196078
2358,Chlorhexidine,9143,Ranitidine,10018830,Haematemesis,2,202,6,2034,3.33333,0.813188,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10018836,Haematochezia,6,198,3,2037,20.0,0.703284,0.0294118
2358,Chlorhexidine,9143,Ranitidine,10027141,Melaena,1,203,3,2037,3.33333,1.15236,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10046274,Upper gastrointestinal haemorrhage,2,202,1,2039,20.0,1.22254,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10017888,Gastroenteritis,2,202,2,2038,10.0,0.9973,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10017918,Gastroenteritis viral,3,201,1,2039,30.0,1.15236,0.0147059
2358,Chlorhexidine,9143,Ranitidine,10054272,Helicobacter gastritis,1,203,1,2039,10.0,1.41231,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10009657,Clostridium difficile colitis,3,201,2,2038,15.0,0.909913,0.0147059
2358,Chlorhexidine,9143,Ranitidine,10030154,Oesophageal candidiasis,1,203,1,2039,10.0,1.41231,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10009900,Colitis ulcerative,1,203,3,2037,3.33333,1.15236,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10017853,Gastritis,7,197,5,2035,14.0,0.580917,0.0343137
2358,Chlorhexidine,9143,Ranitidine,10011401,Crohn's disease,2,202,8,2032,2.5,0.787152,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10012735,Diarrhoea,20,184,60,1980,3.33333,0.247537,0.0980392
2358,Chlorhexidine,9143,Ranitidine,10010774,Constipation,15,189,20,2020,7.5,0.333578,0.0735294
2358,Chlorhexidine,9143,Ranitidine,10017885,Gastrooesophageal reflux disease,9,195,11,2029,8.18182,0.443428,0.0441176
2358,Chlorhexidine,9143,Ranitidine,10021333,Ileus paralytic,1,203,2,2038,5.0,1.22254,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10013946,Dyspepsia,6,198,13,2027,4.61538,0.488055,0.0294118
2358,Chlorhexidine,9143,Ranitidine,10000133,Abnormal faeces,1,203,1,2039,10.0,1.41231,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10016100,Faeces discoloured,1,203,4,2036,2.5,1.11562,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10000060,Abdominal distension,7,197,5,2035,14.0,0.580917,0.0343137
2358,Chlorhexidine,9143,Ranitidine,10016766,Flatulence,4,200,5,2035,8.0,0.666789,0.0196078
2358,Chlorhexidine,9143,Ranitidine,10000081,Abdominal pain,13,191,26,2014,5.0,0.331651,0.0637255
2358,Chlorhexidine,9143,Ranitidine,10000087,Abdominal pain upper,8,196,18,2022,4.44444,0.418525,0.0392157
2358,Chlorhexidine,9143,Ranitidine,10000097,Abdominal tenderness,1,203,1,2039,10.0,1.41231,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10000059,Abdominal discomfort,2,202,13,2027,1.53846,0.755997,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10013950,Dysphagia,9,195,12,2028,7.5,0.434801,0.0441176
2358,Chlorhexidine,9143,Ranitidine,10063743,Hypophagia,3,201,4,2036,7.5,0.760224,0.0147059
2358,Chlorhexidine,9143,Ranitidine,10021639,Incontinence,1,203,1,2039,10.0,1.41231,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10034263,Pelvic pain,1,203,4,2036,2.5,1.11562,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10028813,Nausea,17,187,84,1956,2.02381,0.255609,0.0833333
2358,Chlorhexidine,9143,Ranitidine,10047700,Vomiting,17,187,77,1963,2.20779,0.257718,0.0833333
2358,Chlorhexidine,9143,Ranitidine,10041101,Small intestinal obstruction,2,202,2,2038,10.0,0.9973,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10022687,Intestinal obstruction,2,202,4,2036,5.0,0.862907,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10030194,Oesophageal stenosis,2,202,1,2039,20.0,1.22254,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10013836,Duodenal ulcer,1,203,2,2038,5.0,1.22254,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10017822,Gastric ulcer,1,203,2,2038,5.0,1.22254,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10034341,Peptic ulcer,2,202,2,2038,10.0,0.9973,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10019022,Haemorrhoids,6,198,1,2039,60.0,1.07762,0.0294118
2358,Chlorhexidine,9143,Ranitidine,10009944,Colon cancer,1,203,2,2038,5.0,1.22254,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10030155,Oesophageal carcinoma,1,203,1,2039,10.0,1.41231,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10024570,Lip swelling,3,201,2,2038,15.0,0.909913,0.0147059
2358,Chlorhexidine,9143,Ranitidine,10030963,Oral candidiasis,2,202,2,2038,10.0,0.9973,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10034835,Pharyngitis,2,202,3,2037,6.66667,0.909913,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10031009,Oral pain,5,199,2,2038,25.0,0.833431,0.0245098
2358,Chlorhexidine,9143,Ranitidine,10057372,Paraesthesia oral,1,203,1,2039,10.0,1.41231,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10057371,Hypoaesthesia oral,3,201,1,2039,30.0,1.15236,0.0147059
2358,Chlorhexidine,9143,Ranitidine,10030973,Oral discomfort,5,199,3,2037,16.6667,0.726596,0.0245098
2358,Chlorhexidine,9143,Ranitidine,10068319,Oropharyngeal pain,6,198,10,2030,6.0,0.51115,0.0294118
2358,Chlorhexidine,9143,Ranitidine,10018291,Gingival swelling,2,202,1,2039,20.0,1.22254,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10028034,Mouth ulceration,1,203,2,2038,5.0,1.22254,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10042128,Stomatitis,6,198,6,2034,10.0,0.572661,0.0294118
2358,Chlorhexidine,9143,Ranitidine,10013781,Dry mouth,1,203,10,2030,1.0,1.04624,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10001480,Ageusia,1,203,1,2039,10.0,1.41231,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10013911,Dysgeusia,1,203,20,2020,0.5,1.02206,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10043951,Tongue disorder,2,202,2,2038,10.0,0.9973,0.00980392
2358,Chlorhexidine,9143,Ranitidine,10018388,Glossodynia,1,203,5,2035,2.0,1.09298,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10042727,Swollen tongue,1,203,7,2033,1.42857,1.06652,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10034844,Pharyngolaryngeal pain,1,203,4,2036,2.5,1.11562,0.00490196
2358,Chlorhexidine,9143,Ranitidine,10021113,Hypothermia,1,203,2,2038,5.0,1.22254,0.00490196
